Mod:Item:MetaData, Localized Name
gregtech:gt.meta.toolHeadAxe:8297, oredict.toolHeadAxeSilverwood.name
gregtech:gt.meta.toolHeadAxe:8300, oredict.toolHeadAxeDiamond.name
gregtech:gt.meta.toolHeadAxe:8301, oredict.toolHeadAxeEmerald.name
gregtech:gt.meta.toolHeadAxe:8302, oredict.toolHeadAxeRuby.name
gregtech:gt.meta.toolHeadAxe:8303, oredict.toolHeadAxeBalasRuby.name
gregtech:gt.meta.toolHeadAxe:8304, oredict.toolHeadAxeSapphire.name
gregtech:gt.meta.toolHeadAxe:8305, oredict.toolHeadAxeGreenSapphire.name
gregtech:gt.meta.toolHeadAxe:8306, oredict.toolHeadAxeTopaz.name
gregtech:gt.meta.toolHeadAxe:8307, oredict.toolHeadAxeBlueTopaz.name
gregtech:gt.meta.toolHeadAxe:8308, oredict.toolHeadAxeTanzanite.name
gregtech:gt.meta.toolHeadAxe:8309, oredict.toolHeadAxeRedJasper.name
gregtech:gt.meta.toolHeadAxe:8310, oredict.toolHeadAxeAmber.name
gregtech:gt.meta.toolHeadAxe:8311, oredict.toolHeadAxeOlivine.name
gregtech:gt.meta.toolHeadAxe:8312, oredict.toolHeadAxeOpal.name
gregtech:gt.meta.toolHeadAxe:8313, oredict.toolHeadAxeAmethyst.name
gregtech:gt.meta.toolHeadAxe:8314, oredict.toolHeadAxeOrangeSapphire.name
gregtech:gt.meta.toolHeadAxe:8315, oredict.toolHeadAxeYellowSapphire.name
gregtech:gt.meta.toolHeadAxe:8318, oredict.toolHeadAxeEnderPearl.name
gregtech:gt.meta.toolHeadAxe:8319, oredict.toolHeadAxeEnderEye.name
gregtech:gt.meta.toolHeadAxe:8320, oredict.toolHeadAxeNetherStar.name
gregtech:gt.meta.toolHeadAxe:8321, oredict.toolHeadAxeJade.name
gregtech:gt.meta.toolHeadAxe:8322, oredict.toolHeadAxeCraponite.name
gregtech:gt.meta.toolHeadAxe:8323, oredict.toolHeadAxeAquamarine.name
gregtech:gt.meta.toolHeadAxe:8324, oredict.toolHeadAxeMorganite.name
gregtech:gt.meta.toolHeadAxe:8325, oredict.toolHeadAxeDioptase.name
gregtech:gt.meta.toolHeadAxe:8326, oredict.toolHeadAxeSpinel.name
gregtech:gt.meta.toolHeadAxe:8328, oredict.toolHeadAxeBlueSapphire.name
gregtech:gt.meta.toolHeadAxe:8329, oredict.toolHeadAxeAmethystEnder.name
gregtech:gt.meta.toolHeadAxe:8342, oredict.toolHeadAxeFirestone.name
gregtech:gt.meta.toolHeadAxe:8346, oredict.toolHeadAxeNetherQuartz.name
gregtech:gt.meta.toolHeadAxe:8347, oredict.toolHeadAxeCertusQuartz.name
gregtech:gt.meta.toolHeadAxe:8348, oredict.toolHeadAxeChargedCertusQuartz.name
gregtech:gt.meta.toolHeadAxe:8350, oredict.toolHeadAxeInfusedDull.name
gregtech:gt.meta.toolHeadAxe:8351, oredict.toolHeadAxeInfusedVis.name
gregtech:gt.meta.toolHeadAxe:8352, oredict.toolHeadAxeInfusedAir.name
gregtech:gt.meta.toolHeadAxe:8353, oredict.toolHeadAxeInfusedFire.name
gregtech:gt.meta.toolHeadAxe:8354, oredict.toolHeadAxeInfusedEarth.name
gregtech:gt.meta.toolHeadAxe:8355, oredict.toolHeadAxeInfusedWater.name
gregtech:gt.meta.toolHeadAxe:8356, oredict.toolHeadAxeInfusedEntropy.name
gregtech:gt.meta.toolHeadAxe:8357, oredict.toolHeadAxeInfusedOrder.name
gregtech:gt.meta.toolHeadAxe:8358, oredict.toolHeadAxeInfusedBalance.name
gregtech:gt.meta.toolHeadAxe:8383, oredict.toolHeadAxePurpleSapphire.name
gregtech:gt.meta.toolHeadAxe:8384, oredict.toolHeadAxeHeliodor.name
gregtech:gt.meta.toolHeadAxe:8385, oredict.toolHeadAxeGoshenite.name
gregtech:gt.meta.toolHeadAxe:8386, oredict.toolHeadAxeBixbite.name
gregtech:gt.meta.toolHeadAxe:8387, oredict.toolHeadAxeMaxixe.name
gregtech:gt.meta.toolHeadAxe:8388, oredict.toolHeadAxeAlexandrite.name
gregtech:gt.meta.toolHeadAxe:8393, oredict.toolHeadAxeSunnyQuartz.name
gregtech:gt.meta.toolHeadAxe:8394, oredict.toolHeadAxeLavenderQuartz.name
gregtech:gt.meta.toolHeadAxe:8395, oredict.toolHeadAxeRedQuartz.name
gregtech:gt.meta.toolHeadAxe:8396, oredict.toolHeadAxeBlazeQuartz.name
gregtech:gt.meta.toolHeadAxe:8397, oredict.toolHeadAxeSmokeyQuartz.name
gregtech:gt.meta.toolHeadAxe:8398, oredict.toolHeadAxeManaQuartz.name
gregtech:gt.meta.toolHeadAxe:8399, oredict.toolHeadAxeElvenQuartz.name
gregtech:gt.meta.toolHeadAxe:8414, oredict.toolHeadAxeShimmerwood.name
gregtech:gt.meta.toolHeadAxe:8415, oredict.toolHeadAxeOnyxRed.name
gregtech:gt.meta.toolHeadAxe:8416, oredict.toolHeadAxeOnyxBlack.name
gregtech:gt.meta.toolHeadAxe:8417, oredict.toolHeadAxeAmazonite.name
gregtech:gt.meta.toolHeadAxe:8418, oredict.toolHeadAxeBamboo.name
gregtech:gt.meta.toolHeadAxe:8419, oredict.toolHeadAxeZircon.name
gregtech:gt.meta.toolHeadAxe:8423, oredict.toolHeadAxeDiamondIndustrial.name
gregtech:gt.meta.toolHeadAxe:8424, oredict.toolHeadAxePinkDiamond.name
gregtech:gt.meta.toolHeadAxe:8425, oredict.toolHeadAxeOceanJasper.name
gregtech:gt.meta.toolHeadAxe:8426, oredict.toolHeadAxeRainforestJasper.name
gregtech:gt.meta.toolHeadAxe:8427, oredict.toolHeadAxeBlueJasper.name
gregtech:gt.meta.toolHeadAxe:8428, oredict.toolHeadAxeGreenJasper.name
gregtech:gt.meta.toolHeadAxe:8429, oredict.toolHeadAxeYellowJasper.name
gregtech:gt.meta.toolHeadAxe:8430, oredict.toolHeadAxeTigerEye.name
gregtech:gt.meta.toolHeadAxe:8431, oredict.toolHeadAxeCatsEye.name
gregtech:gt.meta.toolHeadAxe:8432, oredict.toolHeadAxeDragonEye.name
gregtech:gt.meta.toolHeadAxe:8433, oredict.toolHeadAxeHawksEye.name
gregtech:gt.meta.toolHeadAxe:8434, oredict.toolHeadAxeBlackEye.name
gregtech:gt.meta.toolHeadAxe:8435, oredict.toolHeadAxeTigerIron.name
gregtech:gt.meta.toolHeadAxe:8445, oredict.toolHeadAxeMilkyQuartz.name
gregtech:gt.meta.toolHeadAxe:8446, oredict.toolHeadAxeBrownAventurine.name
gregtech:gt.meta.toolHeadAxe:8447, oredict.toolHeadAxeYellowAventurine.name
gregtech:gt.meta.toolHeadAxe:8448, oredict.toolHeadAxeGreenAventurine.name
gregtech:gt.meta.toolHeadAxe:8449, oredict.toolHeadAxeBlackAventurine.name
gregtech:gt.meta.toolHeadAxe:8450, oredict.toolHeadAxeBlueAventurine.name
gregtech:gt.meta.toolHeadAxe:8451, oredict.toolHeadAxeRedAventurine.name
gregtech:gt.meta.toolHeadAxe:8457, oredict.toolHeadAxeVoidQuartz.name
gregtech:gt.meta.toolHeadAxe:8500, oredict.toolHeadAxeStone.name
gregtech:gt.meta.toolHeadAxe:8501, oredict.toolHeadAxeConcrete.name
gregtech:gt.meta.toolHeadAxe:8502, oredict.toolHeadAxeNetherrack.name
gregtech:gt.meta.toolHeadAxe:8503, oredict.toolHeadAxeNetherBrick.name
gregtech:gt.meta.toolHeadAxe:8504, oredict.toolHeadAxeEndstone.name
gregtech:gt.meta.toolHeadAxe:8505, oredict.toolHeadAxeBasalt.name
gregtech:gt.meta.toolHeadAxe:8506, oredict.toolHeadAxeMarble.name
gregtech:gt.meta.toolHeadAxe:8507, oredict.toolHeadAxeGraniteRed.name
gregtech:gt.meta.toolHeadAxe:8508, oredict.toolHeadAxeGraniteBlack.name
gregtech:gt.meta.toolHeadAxe:8509, oredict.toolHeadAxeRedrock.name
gregtech:gt.meta.toolHeadAxe:8510, oredict.toolHeadAxeGravel.name
gregtech:gt.meta.toolHeadAxe:8511, oredict.toolHeadAxeDiorite.name
gregtech:gt.meta.toolHeadAxe:8512, oredict.toolHeadAxeSpaceStone.name
gregtech:gt.meta.toolHeadAxe:8513, oredict.toolHeadAxeMoonStone.name
gregtech:gt.meta.toolHeadAxe:8514, oredict.toolHeadAxeMoonTurf.name
gregtech:gt.meta.toolHeadAxe:8515, oredict.toolHeadAxeMarsStone.name
gregtech:gt.meta.toolHeadAxe:8516, oredict.toolHeadAxeMarsSand.name
gregtech:gt.meta.toolHeadAxe:8517, oredict.toolHeadAxeUmber.name
gregtech:gt.meta.toolHeadAxe:8518, oredict.toolHeadAxeGranite.name
gregtech:gt.meta.toolHeadAxe:8521, oredict.toolHeadAxeLivingrock.name
gregtech:gt.meta.toolHeadAxe:8523, oredict.toolHeadAxeDeadrock.name
gregtech:gt.meta.toolHeadAxe:8599, oredict.toolHeadAxeBedrock.name
gregtech:gt.meta.toolHeadAxe:8600, oredict.toolHeadAxeElectrum.name
gregtech:gt.meta.toolHeadAxe:8601, oredict.toolHeadAxeSterlingSilver.name
gregtech:gt.meta.toolHeadAxe:8602, oredict.toolHeadAxeRoseGold.name
gregtech:gt.meta.toolHeadAxe:8603, oredict.toolHeadAxeAngmallen.name
gregtech:gt.meta.toolHeadAxe:8606, oredict.toolHeadAxeGildedIron.name
gregtech:gt.meta.toolHeadAxe:8610, oredict.toolHeadAxeBronze.name
gregtech:gt.meta.toolHeadAxe:8611, oredict.toolHeadAxeBlackBronze.name
gregtech:gt.meta.toolHeadAxe:8612, oredict.toolHeadAxeBismuthBronze.name
gregtech:gt.meta.toolHeadAxe:8613, oredict.toolHeadAxeHepatizon.name
gregtech:gt.meta.toolHeadAxe:8620, oredict.toolHeadAxeBrass.name
gregtech:gt.meta.toolHeadAxe:8621, oredict.toolHeadAxeCobaltBrass.name
gregtech:gt.meta.toolHeadAxe:8630, oredict.toolHeadAxeSteel.name
gregtech:gt.meta.toolHeadAxe:8631, oredict.toolHeadAxeBlackSteel.name
gregtech:gt.meta.toolHeadAxe:8632, oredict.toolHeadAxeRedSteel.name
gregtech:gt.meta.toolHeadAxe:8633, oredict.toolHeadAxeBlueSteel.name
gregtech:gt.meta.toolHeadAxe:8634, oredict.toolHeadAxeDamascusSteel.name
gregtech:gt.meta.toolHeadAxe:8635, oredict.toolHeadAxeTungstensteel.name
gregtech:gt.meta.toolHeadAxe:8636, oredict.toolHeadAxeStainlessSteel.name
gregtech:gt.meta.toolHeadAxe:8638, oredict.toolHeadAxeTungstenCarbide.name
gregtech:gt.meta.toolHeadAxe:8640, oredict.toolHeadAxeAnnealedCopper.name
gregtech:gt.meta.toolHeadAxe:8642, oredict.toolHeadAxePigIron.name
gregtech:gt.meta.toolHeadAxe:8643, oredict.toolHeadAxeWroughtIron.name
gregtech:gt.meta.toolHeadAxe:8644, oredict.toolHeadAxeIronCompressed.name
gregtech:gt.meta.toolHeadAxe:8645, oredict.toolHeadAxeIronMagnetic.name
gregtech:gt.meta.toolHeadAxe:8646, oredict.toolHeadAxeSteelMagnetic.name
gregtech:gt.meta.toolHeadAxe:8647, oredict.toolHeadAxeNeodymiumMagnetic.name
gregtech:gt.meta.toolHeadAxe:8649, oredict.toolHeadAxeMeteoricIron.name
gregtech:gt.meta.toolHeadAxe:8650, oredict.toolHeadAxeMeteoricSteel.name
gregtech:gt.meta.toolHeadAxe:8651, oredict.toolHeadAxeSteelGalvanized.name
gregtech:gt.meta.toolHeadAxe:8653, oredict.toolHeadAxeVanadiumSteel.name
gregtech:gt.meta.toolHeadAxe:8654, oredict.toolHeadAxeTitaniumGold.name
gregtech:gt.meta.toolHeadAxe:8661, oredict.toolHeadAxeInvar.name
gregtech:gt.meta.toolHeadAxe:8662, oredict.toolHeadAxeConstantan.name
gregtech:gt.meta.toolHeadAxe:8663, oredict.toolHeadAxeNichrome.name
gregtech:gt.meta.toolHeadAxe:8664, oredict.toolHeadAxeKanthal.name
gregtech:gt.meta.toolHeadAxe:8665, oredict.toolHeadAxeMagnalium.name
gregtech:gt.meta.toolHeadAxe:8666, oredict.toolHeadAxeUltimet.name
gregtech:gt.meta.toolHeadAxe:8667, oredict.toolHeadAxeTinAlloy.name
gregtech:gt.meta.toolHeadAxe:8672, oredict.toolHeadAxeIronWood.name
gregtech:gt.meta.toolHeadAxe:8673, oredict.toolHeadAxeSteeleaf.name
gregtech:gt.meta.toolHeadAxe:8674, oredict.toolHeadAxeKnightmetal.name
gregtech:gt.meta.toolHeadAxe:8675, oredict.toolHeadAxeFierySteel.name
gregtech:gt.meta.toolHeadAxe:8676, oredict.toolHeadAxeAstralSilver.name
gregtech:gt.meta.toolHeadAxe:8677, oredict.toolHeadAxeMidasium.name
gregtech:gt.meta.toolHeadAxe:8678, oredict.toolHeadAxeMithril.name
gregtech:gt.meta.toolHeadAxe:8679, oredict.toolHeadAxeThaumium.name
gregtech:gt.meta.toolHeadAxe:8680, oredict.toolHeadAxeDarkThaumium.name
gregtech:gt.meta.toolHeadAxe:8681, oredict.toolHeadAxeVoidMetal.name
gregtech:gt.meta.toolHeadAxe:8682, oredict.toolHeadAxeOsmiridium.name
gregtech:gt.meta.toolHeadAxe:8684, oredict.toolHeadAxeTrinaquadalloy.name
gregtech:gt.meta.toolHeadAxe:8685, oredict.toolHeadAxeChromiumDioxide.name
gregtech:gt.meta.toolHeadAxe:8700, oredict.toolHeadAxeAluminiumBrass.name
gregtech:gt.meta.toolHeadAxe:8702, oredict.toolHeadAxeAlumite.name
gregtech:gt.meta.toolHeadAxe:8703, oredict.toolHeadAxeManyullyn.name
gregtech:gt.meta.toolHeadAxe:8704, oredict.toolHeadAxeVibraniumSteel.name
gregtech:gt.meta.toolHeadAxe:8705, oredict.toolHeadAxeVibraniumSilver.name
gregtech:gt.meta.toolHeadAxe:8706, oredict.toolHeadAxeVibramantium.name
gregtech:gt.meta.toolHeadAxe:8707, oredict.toolHeadAxeArdite.name
gregtech:gt.meta.toolHeadAxe:8710, oredict.toolHeadAxeEnderium.name
gregtech:gt.meta.toolHeadAxe:8711, oredict.toolHeadAxeElectrumFlux.name
gregtech:gt.meta.toolHeadAxe:8719, oredict.toolHeadAxeOsmium.name
gregtech:gt.meta.toolHeadAxe:8720, oredict.toolHeadAxeManasteel.name
gregtech:gt.meta.toolHeadAxe:8721, oredict.toolHeadAxeTerrasteel.name
gregtech:gt.meta.toolHeadAxe:8722, oredict.toolHeadAxeElvenElementium.name
gregtech:gt.meta.toolHeadAxe:8725, oredict.toolHeadAxePulsatingIron.name
gregtech:gt.meta.toolHeadAxe:8726, oredict.toolHeadAxeVibrantAlloy.name
gregtech:gt.meta.toolHeadAxe:8727, oredict.toolHeadAxeConductiveIron.name
gregtech:gt.meta.toolHeadAxe:8728, oredict.toolHeadAxeEnergeticAlloy.name
gregtech:gt.meta.toolHeadAxe:8730, oredict.toolHeadAxeElectricalSteel.name
gregtech:gt.meta.toolHeadAxe:8731, oredict.toolHeadAxeObsidianSteel.name
gregtech:gt.meta.toolHeadAxe:8732, oredict.toolHeadAxeSoularium.name
gregtech:gt.meta.toolHeadAxe:8734, oredict.toolHeadAxeSpectreIron.name
gregtech:gt.meta.toolHeadAxe:8735, oredict.toolHeadAxeGaiaSpirit.name
gregtech:gt.meta.toolHeadAxe:8736, oredict.toolHeadAxeEndium.name
gregtech:gt.meta.toolHeadAxe:8745, oredict.toolHeadAxeNetherite.name
gregtech:gt.meta.toolHeadAxe:8746, oredict.toolHeadAxeNetherizedDiamond.name
gregtech:gt.meta.toolHeadAxe:8747, oredict.toolHeadAxeEfrine.name
gregtech:gt.meta.toolHeadAxe:8750, oredict.toolHeadAxeDesh.name
gregtech:gt.meta.toolHeadAxe:8751, oredict.toolHeadAxeDuranium.name
gregtech:gt.meta.toolHeadAxe:8752, oredict.toolHeadAxeTritanium.name
gregtech:gt.meta.toolHeadAxe:8754, oredict.toolHeadAxeOriharukon.name
gregtech:gt.meta.toolHeadAxe:8755, oredict.toolHeadAxeAdamantite.name
gregtech:gt.meta.toolHeadAxe:8756, oredict.toolHeadAxeDuralumin.name
gregtech:gt.meta.toolHeadAxe:8782, oredict.toolHeadAxeTartarite.name
gregtech:gt.meta.toolHeadAxe:8784, oredict.toolHeadAxeAdamantine.name
gregtech:gt.meta.toolHeadAxe:8790, oredict.toolHeadAxeTrinitanium.name
gregtech:gt.meta.toolHeadAxe:8791, oredict.toolHeadAxeDraconium.name
gregtech:gt.meta.toolHeadAxe:8792, oredict.toolHeadAxeDraconiumAwakened.name
gregtech:gt.meta.toolHeadAxe:8793, oredict.toolHeadAxeTitaniumIridium.name
gregtech:gt.meta.toolHeadAxe:8794, oredict.toolHeadAxeTitaniumAluminide.name
gregtech:gt.meta.toolHeadAxe:8796, oredict.toolHeadAxeHSSG.name
gregtech:gt.meta.toolHeadAxe:8797, oredict.toolHeadAxeHSSE.name
gregtech:gt.meta.toolHeadAxe:8798, oredict.toolHeadAxeHSSS.name
gregtech:gt.meta.toolHeadAxe:8799, oredict.toolHeadAxeCrystalMatrix.name
gregtech:gt.meta.toolHeadAxe:8800, oredict.toolHeadAxeCosmicNeutronium.name
gregtech:gt.meta.toolHeadAxe:8801, oredict.toolHeadAxeInfinity.name
gregtech:gt.meta.toolHeadAxe:9000, oredict.toolHeadAxePumice.name
gregtech:gt.meta.toolHeadAxe:9101, oredict.toolHeadAxeAlmandine.name
gregtech:gt.meta.toolHeadAxe:9102, oredict.toolHeadAxeAndradite.name
gregtech:gt.meta.toolHeadAxe:9119, oredict.toolHeadAxeGrossular.name
gregtech:gt.meta.toolHeadAxe:9127, oredict.toolHeadAxePyrope.name
gregtech:gt.meta.toolHeadAxe:9129, oredict.toolHeadAxeSpessartine.name
gregtech:gt.meta.toolHeadAxe:9135, oredict.toolHeadAxeUvarovite.name
gregtech:gt.meta.toolHeadAxe:9170, oredict.toolHeadAxeGneiss.name
gregtech:gt.meta.toolHeadAxe:9171, oredict.toolHeadAxeGreenschist.name
gregtech:gt.meta.toolHeadAxe:9173, oredict.toolHeadAxeGreywacke.name
gregtech:gt.meta.toolHeadAxe:9174, oredict.toolHeadAxeGraphite.name
gregtech:gt.meta.toolHeadAxe:9176, oredict.toolHeadAxeGabbro.name
gregtech:gt.meta.toolHeadAxe:9177, oredict.toolHeadAxeKomatiite.name
gregtech:gt.meta.toolHeadAxe:9178, oredict.toolHeadAxeSiltstone.name
gregtech:gt.meta.toolHeadAxe:9179, oredict.toolHeadAxeRhyolite.name
gregtech:gt.meta.toolHeadAxe:9180, oredict.toolHeadAxeQuartzite.name
gregtech:gt.meta.toolHeadAxe:9181, oredict.toolHeadAxeMigmatite.name
gregtech:gt.meta.toolHeadAxe:9184, oredict.toolHeadAxeBlueschist.name
gregtech:gt.meta.toolHeadAxe:9186, oredict.toolHeadAxeChert.name
gregtech:gt.meta.toolHeadAxe:9187, oredict.toolHeadAxeDacite.name
gregtech:gt.meta.toolHeadAxe:9188, oredict.toolHeadAxeAndesite.name
gregtech:gt.meta.toolHeadAxe:9189, oredict.toolHeadAxeLimestone.name
gregtech:gt.meta.toolHeadAxe:9190, oredict.toolHeadAxeShale.name
gregtech:gt.meta.toolHeadAxe:9191, oredict.toolHeadAxeEclogite.name
gregtech:gt.meta.toolHeadAxe:9218, oredict.toolHeadAxeKimberlite.name
gregtech:gt.meta.toolHeadAxe:9219, oredict.toolHeadAxePrismarine.name
gregtech:gt.meta.toolHeadAxe:9220, oredict.toolHeadAxePrismarineDark.name
gregtech:gt.meta.toolHeadAxe:9222, oredict.toolHeadAxeSlate.name
gregtech:gt.meta.toolHeadAxe:9223, oredict.toolHeadAxeBlackstone.name
gregtech:gt.meta.toolHeadAxe:9300, oredict.toolHeadAxeOak.name
gregtech:gt.meta.toolHeadAxe:9301, oredict.toolHeadAxeBirch.name
gregtech:gt.meta.toolHeadAxe:9302, oredict.toolHeadAxeSpruce.name
gregtech:gt.meta.toolHeadAxe:9303, oredict.toolHeadAxeJunglewood.name
gregtech:gt.meta.toolHeadAxe:9304, oredict.toolHeadAxeAcacia.name
gregtech:gt.meta.toolHeadAxe:9305, oredict.toolHeadAxeDarkOak.name
gregtech:gt.meta.toolHeadAxe:9306, oredict.toolHeadAxeCrimsonwood.name
gregtech:gt.meta.toolHeadAxe:9307, oredict.toolHeadAxeWarpedwood.name
gregtech:gt.meta.toolHeadAxe:9308, oredict.toolHeadAxeWoodCompressed.name
gregtech:gt.meta.toolHeadAxe:9309, oredict.toolHeadAxeWoodDead.name
gregtech:gt.meta.toolHeadAxe:9310, oredict.toolHeadAxeWoodRotten.name
gregtech:gt.meta.toolHeadAxe:9311, oredict.toolHeadAxeWoodMossy.name
gregtech:gt.meta.toolHeadAxe:9312, oredict.toolHeadAxeWoodFrozen.name
gregtech:gt.meta.toolHeadAxe:9313, oredict.toolHeadAxeMaple.name
gregtech:gt.meta.toolHeadAxe:9314, oredict.toolHeadAxeWillow.name
gregtech:gt.meta.toolHeadAxe:9315, oredict.toolHeadAxeBlueMahoe.name
gregtech:gt.meta.toolHeadAxe:9316, oredict.toolHeadAxeHazel.name
gregtech:gt.meta.toolHeadAxe:9317, oredict.toolHeadAxeCinnamonwood.name
gregtech:gt.meta.toolHeadAxe:9318, oredict.toolHeadAxeCoconutwood.name
gregtech:gt.meta.toolHeadAxe:9319, oredict.toolHeadAxeRainbowood.name
gregtech:gt.meta.toolHeadAxe:9320, oredict.toolHeadAxeTowerwood.name
gregtech:gt.meta.toolHeadAxe:9321, oredict.toolHeadAxeWitchwood.name
gregtech:gt.meta.toolHeadAxe:9322, oredict.toolHeadAxeOgrewood.name
gregtech:gt.meta.toolHeadAxe:9323, oredict.toolHeadAxeWyvernwood.name
gregtech:gt.meta.toolHeadAxe:9324, oredict.toolHeadAxeAspen.name
gregtech:gt.meta.toolHeadAxe:9325, oredict.toolHeadAxeDouglasFir.name
gregtech:gt.meta.toolHeadAxe:9326, oredict.toolHeadAxeSycamore.name
gregtech:gt.meta.toolHeadAxe:9327, oredict.toolHeadAxeWhiteCedar.name
gregtech:gt.meta.toolHeadAxe:9328, oredict.toolHeadAxeWhiteElm.name
gregtech:gt.meta.toolHeadAxe:9329, oredict.toolHeadAxeThorntree.name
gregtech:gt.meta.toolHeadAxe:9330, oredict.toolHeadAxeSilverPine.name
gregtech:gt.meta.toolHeadAxe:9331, oredict.toolHeadAxeAlder.name
gregtech:gt.meta.toolHeadAxe:9332, oredict.toolHeadAxeHawthorn.name
gregtech:gt.meta.toolHeadAxe:9333, oredict.toolHeadAxeRowan.name
gregtech:gt.meta.toolHeadAxe:9334, oredict.toolHeadAxeAutumnwood.name
gregtech:gt.meta.toolHeadAxe:9335, oredict.toolHeadAxePine.name
gregtech:gt.meta.toolHeadAxe:9336, oredict.toolHeadAxeCypress.name
gregtech:gt.meta.toolHeadAxe:9337, oredict.toolHeadAxeFir.name
gregtech:gt.meta.toolHeadAxe:9338, oredict.toolHeadAxeJapaneseMaple.name
gregtech:gt.meta.toolHeadAxe:9339, oredict.toolHeadAxeRainbowEucalyptus.name
gregtech:gt.meta.toolHeadAxe:9340, oredict.toolHeadAxeRedwood.name
gregtech:gt.meta.toolHeadAxe:9341, oredict.toolHeadAxeSakura.name
gregtech:gt.meta.toolHeadAxe:9342, oredict.toolHeadAxeBalsa.name
gregtech:gt.meta.toolHeadAxe:9343, oredict.toolHeadAxeBaobab.name
gregtech:gt.meta.toolHeadAxe:9344, oredict.toolHeadAxeCherrywood.name
gregtech:gt.meta.toolHeadAxe:9345, oredict.toolHeadAxeChestnutwood.name
gregtech:gt.meta.toolHeadAxe:9346, oredict.toolHeadAxeCitruswood.name
gregtech:gt.meta.toolHeadAxe:9347, oredict.toolHeadAxeCocobolowood.name
gregtech:gt.meta.toolHeadAxe:9348, oredict.toolHeadAxeEbony.name
gregtech:gt.meta.toolHeadAxe:9349, oredict.toolHeadAxeGiganteumwood.name
gregtech:gt.meta.toolHeadAxe:9350, oredict.toolHeadAxeGreenheart.name
gregtech:gt.meta.toolHeadAxe:9351, oredict.toolHeadAxeIpe.name
gregtech:gt.meta.toolHeadAxe:9352, oredict.toolHeadAxeKapok.name
gregtech:gt.meta.toolHeadAxe:9353, oredict.toolHeadAxeLarch.name
gregtech:gt.meta.toolHeadAxe:9354, oredict.toolHeadAxeLimewood.name
gregtech:gt.meta.toolHeadAxe:9355, oredict.toolHeadAxeMahoe.name
gregtech:gt.meta.toolHeadAxe:9356, oredict.toolHeadAxeMahogany.name
gregtech:gt.meta.toolHeadAxe:9357, oredict.toolHeadAxePadauk.name
gregtech:gt.meta.toolHeadAxe:9358, oredict.toolHeadAxePalm.name
gregtech:gt.meta.toolHeadAxe:9359, oredict.toolHeadAxePapayawood.name
gregtech:gt.meta.toolHeadAxe:9360, oredict.toolHeadAxePlumwood.name
gregtech:gt.meta.toolHeadAxe:9361, oredict.toolHeadAxePoplar.name
gregtech:gt.meta.toolHeadAxe:9362, oredict.toolHeadAxeSequoia.name
gregtech:gt.meta.toolHeadAxe:9363, oredict.toolHeadAxeTeak.name
gregtech:gt.meta.toolHeadAxe:9364, oredict.toolHeadAxeWalnutwood.name
gregtech:gt.meta.toolHeadAxe:9365, oredict.toolHeadAxeWenge.name
gregtech:gt.meta.toolHeadAxe:9366, oredict.toolHeadAxeZebrawood.name
gregtech:gt.meta.toolHeadAxe:9367, oredict.toolHeadAxeDarkwood.name
gregtech:gt.meta.toolHeadAxe:9368, oredict.toolHeadAxeEtherealwood.name
gregtech:gt.meta.toolHeadAxe:9369, oredict.toolHeadAxeGoldwood.name
gregtech:gt.meta.toolHeadAxe:9370, oredict.toolHeadAxeHellbark.name
gregtech:gt.meta.toolHeadAxe:9371, oredict.toolHeadAxeJacaranda.name
gregtech:gt.meta.toolHeadAxe:9372, oredict.toolHeadAxeMangrove.name
gregtech:gt.meta.toolHeadAxe:9373, oredict.toolHeadAxeSacredOak.name
gregtech:gt.meta.toolHeadAxe:9374, oredict.toolHeadAxeMagicwood.name
gregtech:gt.meta.toolHeadAxe:9375, oredict.toolHeadAxeApplewood.name
gregtech:gt.meta.toolHeadAxe:9376, oredict.toolHeadAxeAshwood.name
gregtech:gt.meta.toolHeadAxe:9377, oredict.toolHeadAxeBeech.name
gregtech:gt.meta.toolHeadAxe:9378, oredict.toolHeadAxeBoxwood.name
gregtech:gt.meta.toolHeadAxe:9379, oredict.toolHeadAxeBrazilwood.name
gregtech:gt.meta.toolHeadAxe:9380, oredict.toolHeadAxeButternutwood.name
gregtech:gt.meta.toolHeadAxe:9381, oredict.toolHeadAxeCedar.name
gregtech:gt.meta.toolHeadAxe:9382, oredict.toolHeadAxeElderwood.name
gregtech:gt.meta.toolHeadAxe:9383, oredict.toolHeadAxeElm.name
gregtech:gt.meta.toolHeadAxe:9384, oredict.toolHeadAxeEucalyptus.name
gregtech:gt.meta.toolHeadAxe:9385, oredict.toolHeadAxeFigwood.name
gregtech:gt.meta.toolHeadAxe:9386, oredict.toolHeadAxeGingko.name
gregtech:gt.meta.toolHeadAxe:9387, oredict.toolHeadAxeHemlock.name
gregtech:gt.meta.toolHeadAxe:9388, oredict.toolHeadAxeHickory.name
gregtech:gt.meta.toolHeadAxe:9389, oredict.toolHeadAxeHolly.name
gregtech:gt.meta.toolHeadAxe:9390, oredict.toolHeadAxeHornbeam.name
gregtech:gt.meta.toolHeadAxe:9391, oredict.toolHeadAxeIroko.name
gregtech:gt.meta.toolHeadAxe:9392, oredict.toolHeadAxeLocust.name
gregtech:gt.meta.toolHeadAxe:9393, oredict.toolHeadAxeLogwood.name
gregtech:gt.meta.toolHeadAxe:9394, oredict.toolHeadAxeMaclura.name
